Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.55100,3.30400,-8.58300,0.44700,-8.13600,-8.13600,-8.13600,-8.13600,-8.53000,-8.58300,27.10500,27.10500,-0.30000,-0.30000,3.74780,-21.76450,-21.76450,-16.25610,-21.76450,1.37870,-0.2946,-0.2946
2023-06-30,8.08900,3.07000,-11.15900,0.41500,-10.74400,-10.74400,-10.74400,-10.74400,-11.23600,-11.15900,26.37500,26.37500,-0.41000,-0.41000,3.71630,-24.58580,-24.58580,-18.27120,-24.58580,1.61720,-0.2881,-0.2881
2023-03-31,10.36200,3.13000,-13.49200,0.49800,-12.99400,-12.99400,-12.99400,-12.99400,-13.62800,-13.49200,25.67300,25.67300,-0.51000,-0.51000,4.06230,-25.81610,-25.81610,-20.10520,-25.81610,1.96050,-0.35580,-0.35580
2022-12-31,10.77000,2.75500,-13.52500,-0.54400,-14.06900,-14.06900,-14.06900,-14.06900,-13.38500,-13.52500,25.40900,25.40900,-0.55000,-0.55000,5.75400,-22.78270,-22.78270,-19.22310,-22.78270,2.40730,-0.4545,-0.4563
2022-09-30,10.49400,3.12800,-13.62200,-0.10800,-13.73000,-13.73000,-13.73000,-13.73000,-13.60700,-13.62200,25.49200,25.49200,-0.54000,-0.54000,8.03780,-18.87880,-18.87880,-16.73880,-18.87880,2.84300,-0.3789,-0.3842
2022-06-30,13.70700,3.41400,-17.12100,0.23400,-16.88700,-16.88700,-16.88700,-16.88700,-16.94000,-17.12100,25.27000,25.27000,-0.67000,-0.67000,10.97780,-19.85190,-19.85190,-18.18580,-19.85190,3.35670,-0.5871,-0.5861
2022-03-31,13.23500,3.70400,-16.93900,0.00100,-16.93800,-16.93800,-16.93800,-16.93800,-16.66700,-16.93900,25.26200,25.26200,-0.67000,-0.67000,13.45050,-16.71830,-16.71830,-15.54940,-16.71830,4.01050,-0.26910,-0.27080
2021-12-31,10.11500,3.35300,-13.46800,0.05900,-13.40900,-13.40900,-13.40900,-13.40900,-13.12000,-13.46800,25.26200,25.26200,-0.53000,-0.53000,24.23020,-11.43890,-11.43890,-10.97170,-11.43890,4.64030,-0.7057,-0.7056
2021-09-30,9.74800,3.19100,-12.93900,0.24300,-12.69600,-12.69600,-12.69600,-12.69600,-12.43400,-12.93900,25.26200,25.26200,-0.50000,-0.50000,18.63280,-9.79480,-9.79480,-9.34400,-9.79480,5.13100,-0.3626,-0.3644
2021-06-30,8.63500,3.63300,-12.26800,-0.03400,-12.30200,-12.30200,-12.30200,-12.30200,-11.93900,-12.26800,25.26180,25.26180,-0.49000,-0.49000,22.65170,-8.69820,-8.69820,-8.37890,-8.69820,5.59860,-0.4421,-0.4467
2021-03-31,9.99000,3.56200,-13.55200,0.20700,-13.34500,-13.34500,-13.34500,-13.34500,-13.64200,-13.55200,25.26180,25.26180,-0.53000,-0.53000,21.10140,-8.74670,-8.74670,-8.41130,-8.74670,6.03950,-0.56020,-0.56270
2020-12-31,7.75400,3.54900,-11.30300,-0.27400,-11.57700,-11.57700,-11.57700,-8.86400,-11.30300,-11.30300,4.57300,4.57300,92.29000,92.29000,30.41590,-6.99560,-6.99560,-6.74670,-6.99560,6.55090,82.7579,82.7579
2020-09-30,7.65100,2.51500,-10.16600,-1.48500,-11.65100,-11.65100,-11.65100,-14.36400,-10.16600,-10.16600,0.26000,0.26000,-55.25000,-55.25000,11.61010,12.70040,-13.04940,-11.87010,-13.04940,343.40000,-33.0004,-33.0004
2020-06-30,4.51500,1.82300,-6.33800,0.40300,-5.93500,-5.93500,-5.93500,-5.93500,-6.33800,-6.33800,0.26000,0.26000,-22.83000,-22.83000,,,,,,,-27.4269,-27.4269
2020-03-31,4.70700,1.12300,-5.83000,0.15600,-5.67400,-5.67400,-5.67400,-5.67400,-5.83000,-5.83000,0.26000,0.26000,-21.83000,-21.83000,,,,,,,-30.68460,-30.68460
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,54.134,54.134
2019-09-30,3.67400,1.15200,-4.82600,0.72100,-4.10500,-4.10500,-4.10500,-5.50600,-4.82600,-4.82600,0.26000,0.26000,-21.18000,-21.18000,,,,,,,-54.134,-54.134
